42508  	65818  	71830  	38832  	60129  	18513  	32106  	32106  	0      	0      	0      
65818  	102394 	110905 	60774  	93761  	29062  	49012  	49012  	0      	0      	0      
71830  	110905 	121762 	65173  	101232 	31067  	54924  	54924  	0      	0      	0      
38832  	60774  	65173  	36345  	55805  	17438  	28363  	28363  	0      	0      	0      
60129  	93761  	101232 	55805  	85969  	26743  	44524  	44524  	0      	0      	0      
18513  	29062  	31067  	17438  	26743  	8402   	13457  	13457  	0      	0      	0      
32106  	49012  	54924  	28363  	44524  	13457  	25522  	25522  	0      	0      	0      
32106  	49012  	54924  	28363  	44524  	13457  	25522  	25522  	0      	0      	0      
0      	0      	0      	0      	0      	0      	0      	0      	697    	985    	696    
0      	0      	0      	0      	0      	0      	0      	0      	985    	1393   	985    
0      	0      	0      	0      	0      	0      	0      	0      	696    	985    	697    
