10038  	15522  	16948  	9146   	14164  	4349   	7579   	7579   	0      	0      	0      
15522  	24198  	26098  	14403  	22173  	6889   	11457  	11457  	0      	0      	0      
16948  	26098  	28784  	15283  	23792  	7275   	13070  	13070  	0      	0      	0      
9146   	14403  	15283  	8681   	13261  	4177   	6540   	6540   	0      	0      	0      
14164  	22173  	23792  	13261  	20371  	6372   	10366  	10366  	0      	0      	0      
4349   	6889   	7275   	4177   	6372   	2030   	3091   	3091   	0      	0      	0      
7579   	11457  	13070  	6540   	10366  	3091   	6226   	6226   	0      	0      	0      
7579   	11457  	13070  	6540   	10366  	3091   	6226   	6226   	0      	0      	0      
0      	0      	0      	0      	0      	0      	0      	0      	289    	408    	288    
0      	0      	0      	0      	0      	0      	0      	0      	408    	577    	408    
0      	0      	0      	0      	0      	0      	0      	0      	288    	408    	289    
