2375   	3662   	4001   	2152   	3332   	1017   	1789   	1789   	0      	0      	0      
3662   	5727   	6133   	3424   	5252   	1637   	2662   	2662   	0      	0      	0      
4001   	6133   	6814   	3570   	5580   	1695   	3128   	3128   	0      	0      	0      
2152   	3424   	3570   	2090   	3167   	1010   	1485   	1485   	0      	0      	0      
3332   	5252   	5580   	3167   	4842   	1530   	2393   	2393   	0      	0      	0      
1017   	1637   	1695   	1010   	1530   	500    	698    	698    	0      	0      	0      
1789   	2662   	3128   	1485   	2393   	698    	1549   	1549   	0      	0      	0      
1789   	2662   	3128   	1485   	2393   	698    	1549   	1549   	0      	0      	0      
0      	0      	0      	0      	0      	0      	0      	0      	120    	169    	119    
0      	0      	0      	0      	0      	0      	0      	0      	169    	239    	169    
0      	0      	0      	0      	0      	0      	0      	0      	119    	169    	120    
